prop_id,lon,lat,register_matches,register_id,register_name,listed_status,nearest_alternative_m,alternatives_within400m
Q085,-73.8841727272727,40.7619454545455,1,482,Gorman Playground,Operational,717.166200982674,0
B372,-73.9719857142857,40.6186285714286,1,298,Friends Field,Operational,974.865654524457,0
Q021-03,-73.76506,40.73922,1,682,210 St Playground,Operational,555.910585540595,0
X344-01,-73.9315846153846,40.8204692307692,1,1058,Mill Pond Playground,Operational,340.969502152234,1
M022,-73.9946352941177,40.7682,1,334,De Witt Clinton Park,Operational,362.105725750556,1
M194,-73.99736,40.71104,1,394,Alfred E. Smith Playground,Operational,265.862888610175,1
B305,-73.892803125,40.644196875,1,271,P.S. 279 Playground,Operational,609.690568534684,0
Q300-ZN01,-73.82314,40.74964,1,529,Silent Springs Playground,Operational,710.872631421824,0
X159,-73.87786,40.83432,1,78,Captain William Harry Thompson Playground,Operational,429.068733814659,0
B243,-73.9828363636364,40.6979636363636,1,238,Golconda Playground,Operational,301.907332971657,3
M198,-73.9503142857143,40.8003142857143,1,395,"Martin Luther King, Jr. Playground",Operational,373.913091395343,1
R065-ZN03A,-74.12366,40.58288,0,,,,,
QR-06,-73.7835,40.70186,1,505,173 St Playground,Operational,271.490635512612,1
R017-ZN01,-74.19642,40.56048,1,1060,Owl Hollow Fields,Operational,1215.43512495612,0
M045,-73.9490485714286,40.7690971428571,1,344,John Jay Park,Operational,260.159986677249,1
Q339,-73.74246,40.68852,1,554,Cambria Playground,Operational,808.222323663134,0
Q053,-73.8536428571429,40.6913857142857,1,478,Equity Playground,Operational,608.686295115795,0
Q328,-73.71766,40.73284,1,547,Bellerose Playground,Operational,262.831024003973,1
Q131,-73.9043285714286,40.7272285714286,1,509,Virginia Principe Playground,Operational,798.119692776201,0
B125,-73.9902428571429,40.5881285714286,1,183,Calvert Vaux Park Playground,Operational,349.555846387095,1
B166D,-73.8987769230769,40.6185769230769,1,201,McGuire Fields,Operational,723.047353704999,0
B058-ZN03,-73.9518333333334,40.7220266666667,1,153,McCarren Park Zone 3,Operational,202.288716761324,2
X045-03,-73.9134307692308,40.8128538461538,1,38,St Mary's Playground West,Operational,409.901972574759,0
X136,-73.8927,40.8753090909091,1,69,Harris Playground,Operational,713.564620726215,0
X092-06,-73.87224,40.89992,1,43,Woodlawn Playground,Operational,366.78836416369,1
X092-05,-73.89064,40.8852,1,309,Van Cortlandt Classic Playground,Operational,367.582604999724,1
M220,-73.9676666666667,40.797,1,405,Frederick Douglass Playground,Operational,124.251726498885,3
R061,-74.07914,40.62268,1,628,Rev. Dr. Maggie Howard Playground,Operational,412.460270981247,0
